Date,Open,High,Low,Close,Adj Close,Volume
2025-11-29,90918.739912,91187.620976,90260.186215,90851.754065,90851.754065,37921773455.29
2025-11-30,90838.209073,91965.044914,90394.308948,90394.308948,90394.308948,38497902869.11
2025-12-01,90389.109798,90398.158458,83862.248521,86321.569946,86321.569946,87962894424.44
2025-12-02,86322.538073,92316.629045,86202.193758,91350.205426,91350.205426,78546798211.05
2025-12-03,91345.095619,94060.772813,91056.388633,93527.803800,93527.803800,77650204985.76
2025-12-04,93454.256704,94038.244279,90976.098613,92141.622287,92141.622287,64538402680.68
2025-12-05,92133.649832,92702.636834,88152.144020,89387.754410,89387.754410,63256398633.38
2025-12-06,89389.361317,90267.460835,88951.667920,89272.373846,89272.373846,37994042405.21
2025-12-07,89277.810801,91740.845096,87799.562777,90405.638511,90405.638511,47394898959.52
2025-12-08,90424.585762,92267.114613,89644.886853,90640.205581,90640.205581,57394099055.58
2025-12-09,90639.703344,94601.570811,89586.977136,92691.707470,92691.707470,66861721440.1
2025-12-10,92695.233660,94477.158819,91640.131384,92020.945735,92020.945735,65420694512.66
2025-12-11,92011.304681,93554.267917,89335.299708,92511.339163,92511.339163,64532834620.5
2025-12-12,92513.667486,92747.933317,89532.599822,90270.412802,90270.412802,80275884583.23
2025-12-13,90257.800569,90647.572245,89800.991740,90298.710117,90298.710117,64237748110.3
2025-12-14,90296.434470,90498.110772,87634.937068,88175.177410,88175.177410,50465972205.32
2025-12-15,88171.080377,89983.918729,85304.077884,86419.780524,86419.780524,45559514322.51
2025-12-16,86424.407045,88170.097651,85381.688788,87843.986306,87843.986306,41262178222.6
2025-12-17,87847.615421,90264.569139,85316.265342,86143.757664,86143.757664,44243392913.92
2025-12-18,86144.365022,89412.662238,84436.315461,85462.506381,85462.506381,52667115348.19
2025-12-19,85476.136206,89339.119526,85107.664041,88103.380627,88103.380627,46733310561.08
2025-12-20,88101.670793,88497.205624,87924.873120,88343.998572,88343.998572,14688196659.3
2025-12-21,88344.700650,89027.949561,87613.199450,88621.750415,88621.750415,19845522659.7
2025-12-22,88621.401353,90501.930754,87908.073322,88490.019201,88490.019201,38047472118.35
2025-12-23,88490.028305,88898.386233,86606.973925,87414.000582,87414.000582,43683011532.93
2025-12-24,87404.321786,87956.880297,86411.799089,87611.961489,87611.961489,25550297986.12
2025-12-25,87608.316603,88501.790391,86949.260004,87234.738326,87234.738326,19953216347.25
2025-12-26,87235.511696,89459.432726,86628.144459,87301.432240,87301.432240,42455674908.21
2025-12-27,87301.433186,87874.782544,87182.979315,87802.155212,87802.155212,13741199310.04
2025-12-28,87799.345179,87986.891498,87394.953657,87835.833511,87835.833511,15156557929.12
2025-12-29,87835.791332,90299.155205,86717.915377,87138.143239,87138.143239,48411625848.57
2025-12-30,87134.352236,89297.937486,86735.543728,88430.136120,88430.136120,35586356224.95
2025-12-31,88429.586558,89080.285592,87130.564866,87508.825080,87508.825080,33830210615.6
2026-01-01,87508.047662,88803.226714,87399.409238,88731.986657,88731.986657,18849043989.91
2026-01-02,88733.065596,90884.460557,88298.619026,89944.693859,89944.693859,46398906170.6
2026-01-03,89945.056819,90679.568016,89328.068376,90603.189141,90603.189141,20774828591.87
2026-01-04,90602.997636,91712.582974,90595.101444,91413.492522,91413.492522,26770491367.89
2026-01-05,91414.628647,94762.068092,91414.628647,93882.553032,93882.553032,53376407252.23
2026-01-06,93876.948431,94395.296255,91286.548541,93729.029720,93729.029720,52430605256.81
2026-01-07,93727.468376,93738.791670,90601.805154,91308.054719,91308.054719,43461295052.88
2026-01-08,91309.641805,91485.848181,89233.876253,91027.126727,91027.126727,42386697029.65
2026-01-09,91026.275519,91910.670027,89625.379638,90513.098151,90513.098151,38305906684.08
2026-01-10,90510.102603,90713.030470,90283.400389,90386.651124,90386.651124,12385895281.94
2026-01-11,90385.357469,91155.228417,90212.020888,90827.459833,90827.459833,17165568976.92
2026-01-12,90825.856083,92395.525362,90055.022326,91192.989491,91192.989491,41346275357.57
2026-01-13,91185.338766,96011.621477,90941.926558,95321.779505,95321.779505,54980674354.18
2026-01-14,95322.908608,97860.603803,94583.049444,96929.330878,96929.330878,60592490862.71
2026-01-15,96931.291383,97150.171716,95103.244954,95551.189855,95551.189855,53086363026.8
2026-01-16,95554.099561,95801.886751,94259.271824,95525.118841,95525.118841,33248170537.31
2026-01-17,95525.156843,95598.473680,95005.614550,95099.922544,95099.922544,16021715121.52
2026-01-18,95101.178945,95491.509959,93588.866985,93634.431952,93634.431952,20809781232.19
2026-01-19,93655.672835,93660.829158,92089.251309,92553.597137,92553.597137,39195241508.14
2026-01-20,92553.599177,92798.427807,87814.929823,88310.903895,88310.903895,53072968030.62
2026-01-21,88326.509054,90430.406715,87231.570696,89376.958330,89376.958330,56330422433.73
